,date,modules,cnt
521,2020-01-27, DSBC-SQL-FOUNDATIONS-2,1
522,2020-01-28, DSBC-CLUSTER,1
523,2020-01-28, DSBC-EXP-DES-V2,1
524,2020-01-28, DSBC-SQL-1,1
525,2020-01-29, DSBC-CLASSIFICATIONS,1
526,2020-01-29, DSBC-EXP-DES-V2,2
527,2020-01-29, DSBC-PYTHON-1,1
528,2020-01-29, DSBC-TENSOR-FLOW,1
529,2020-01-29, capstone] User-submitted feedback ,1
530,2020-01-29,mula]  User-submitted feedback ,1
531,2020-01-30, DSBC-CLUSTER,1
532,2020-01-30, DSBC-EXP-DES-V2,1
533,2020-01-30, DSBC-REGRESSION-PROBLEMS,1
534,2020-01-30, DSBC-TRIAL-ORIENTATION,1
535,2020-01-30,mat confidence interval,1
536,2020-01-31, Colab update,1
537,2020-01-31, DSBC-ALGORITHMS-DATA-STRUCTURES,1
538,2020-01-31, DSBC-EXP-DES-V2,2
